DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,FlightType,Passenger_Count
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Departure,International,Scheduled Carriers,616820
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Arrival,Domestic,Charter,334
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2699220
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Departure,Domestic,Commuter,30148
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,156769
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1699764
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Arrival,International,Commuter,5386
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Arrival,International,Charter,32
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1745966
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Arrival,Domestic,Charter,938
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Arrival,International,Charter,35
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Departure,International,Charter,51
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Departure,Domestic,Commuter,41133
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2011990
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2468573
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,622677
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Arrival,International,Scheduled Carriers,1015433
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Departure,Domestic,Charter,2520
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1680739
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Departure,International,Scheduled Carriers,623851
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1900947
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,606317
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Arrival,International,Charter,508
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1961775
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,Arrival,International,Charter,181
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2192051
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Departure,Domestic,Charter,749
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Arrival,International,Charter,221
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Arrival,Domestic,Charter,401
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Arrival,International,Scheduled Carriers,810121
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Arrival,International,Commuter,0
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2880050
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Departure,International,Scheduled Carriers,913725
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Departure,International,Scheduled Carriers,722275
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1569708
09/28/2020 04:07:45 PM,08/01/2020 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,743405
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Departure,Domestic,Charter,963
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Arrival,Domestic,Charter,101
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Arrival,Domestic,Charter,1605
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Departure,International,Scheduled Carriers,726568
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Arrival,International,Charter,12
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Departure,International,Scheduled Carriers,678736
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Departure,Domestic,Charter,960
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Arrival,Domestic,Charter,257
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,Departure,Domestic,Charter,1539
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Departure,International,Scheduled Carriers,880565
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,Departure,International,Scheduled Carriers,721668
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,Departure,Domestic,Commuter,62799
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,Arrival,International,Charter,102
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Departure,Domestic,Commuter,24343
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Departure,International,Charter,17
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Arrival,Domestic,Commuter,67706
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Arrival,International,Charter,49
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Departure,International,Scheduled Carriers,952380
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Arrival,International,Scheduled Carriers,730477
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Arrival,International,Charter,17
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1738059
05/10/2020 06:01:34 AM,04/01/2020 12:00:00 AM,Arrival,International,Charter,2
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Arrival,International,Charter,622
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2348598
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1603070
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Arrival,Domestic,Charter,1274
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Departure,Domestic,Charter,1728
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1986250
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2780424
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Arrival,Domestic,Charter,1349
04/18/2018 03:12:41 PM,08/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1927748
01/10/2021 06:01:37 AM,12/01/2020 12:00:00 AM,Departure,Domestic,Charter,594
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Departure,Domestic,Commuter,67281
04/18/2018 03:12:41 PM,07/01/2008 12:00:00 AM,Departure,Domestic,Commuter,154924
05/04/2020 06:39:48 AM,02/01/2020 12:00:00 AM,Departure,International,Charter,0
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Departure,International,Charter,162
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2769477
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,Arrival,International,Charter,784
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1620376
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Arrival,International,Charter,53
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Arrival,International,Scheduled Carriers,708450
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,605368
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Arrival,Domestic,Charter,1386
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Departure,International,Charter,76
04/18/2018 03:12:41 PM,07/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,156414
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1945901
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Arrival,Domestic,Charter,269
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,03/01/2012 12:00:00 AM,Arrival,International,Scheduled Carriers,691546
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1458427
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Departure,Domestic,Charter,1235
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Arrival,International,Charter,869
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Arrival,Domestic,Charter,4943
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Arrival,Domestic,Commuter,76450
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Departure,Domestic,Commuter,78
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2407910
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Departure,International,Commuter,1634
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,Departure,International,Charter,610
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Departure,International,Scheduled Carriers,585896
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Arrival,International,Charter,15
04/18/2018 03:12:41 PM,10/01/2012 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1849427
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,Departure,International,Scheduled Carriers,699325
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,608336
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Departure,Domestic,Commuter,23182
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,143625
10/29/2018 10:20:51 AM,05/01/2017 12:00:00 AM,Arrival,International,Scheduled Carriers,1021193
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Departure,International,Charter,839
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Arrival,Domestic,Charter,359
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Departure,Domestic,Commuter,57014
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Departure,International,Scheduled Carriers,995580
05/23/2018 07:44:39 AM,03/01/2018 12:00:00 AM,Departure,Domestic,Charter,904
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Arrival,Domestic,Charter,751
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Departure,Domestic,Charter,135
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Arrival,Domestic,Commuter,68887
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,Arrival,International,Charter,35
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,Departure,International,Commuter,4313
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,Departure,International,Commuter,1018
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1685633
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Arrival,Domestic,Charter,4718
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2464224
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Departure,International,Scheduled Carriers,664242
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Departure,International,Charter,48
10/29/2018 10:20:51 AM,12/01/2017 12:00:00 AM,Arrival,International,Scheduled Carriers,1001086
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Departure,Domestic,Commuter,64786
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Departure,Domestic,Charter,539
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1460617
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Departure,Domestic,Commuter,124754
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1434506
04/18/2018 03:12:41 PM,04/01/2012 12:00:00 AM,Departure,Domestic,Charter,960
04/29/2019 01:10:30 PM,01/01/2019 12:00:00 AM,Departure,International,Scheduled Carriers,1000715
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Arrival,International,Charter,7
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Arrival,International,Charter,12
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Arrival,Domestic,Charter,9
04/18/2018 03:12:41 PM,04/01/2012 12:00:00 AM,Arrival,International,Scheduled Carriers,701836
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Arrival,International,Scheduled Carriers,883429
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1843269
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,Departure,Domestic,Commuter,41960
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Arrival,Domestic,Charter,1443
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Arrival,Domestic,Charter,156
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Arrival,Domestic,Commuter,196
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Departure,Domestic,Commuter,150837
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Arrival,International,Commuter,4348
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,Arrival,International,Commuter,1603
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Arrival,Domestic,Charter,923
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Arrival,Domestic,Charter,630
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Departure,Domestic,Charter,1686
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Arrival,International,Scheduled Carriers,793045
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Arrival,International,Scheduled Carriers,850824
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,Departure,Domestic,Charter,213
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2364152
04/18/2018 03:12:41 PM,04/01/2012 12:00:00 AM,Arrival,International,Charter,309
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Arrival,Domestic,Charter,285
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Departure,International,Charter,8
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1374599
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Departure,International,Scheduled Carriers,673326
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Departure,Domestic,Commuter,144081
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Departure,International,Commuter,0
01/10/2021 06:01:37 AM,12/01/2020 12:00:00 AM,Arrival,Domestic,Charter,1486
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Arrival,International,Charter,591
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Departure,Domestic,Charter,464
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1714621
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Departure,International,Charter,347
01/30/2019 07:34:09 AM,11/01/2018 12:00:00 AM,Arrival,Domestic,Charter,270
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Departure,International,Scheduled Carriers,1028919
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Arrival,International,Scheduled Carriers,633681
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Departure,Domestic,Charter,722
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1814885
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Departure,Domestic,Commuter,24495
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1640008
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Arrival,International,Commuter,1316
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,Departure,Domestic,Commuter,41647
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1787806
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,Arrival,International,Scheduled Carriers,659658
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Arrival,International,Charter,491
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,Arrival,International,Scheduled Carriers,840270
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Arrival,International,Charter,460
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1642575
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2575038
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Arrival,Domestic,Commuter,113010
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Departure,International,Scheduled Carriers,818060
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Arrival,Domestic,Charter,187
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1525301
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Departure,Domestic,Commuter,1046
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Departure,International,Charter,57
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Departure,Domestic,Charter,1088
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Arrival,International,Charter,236
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2452681
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Departure,Domestic,Commuter,26486
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Arrival,Domestic,Charter,536
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Departure,International,Scheduled Carriers,1098084
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Departure,International,Charter,29
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Arrival,Domestic,Commuter,135770
01/22/2020 06:57:11 AM,11/01/2019 12:00:00 AM,Arrival,Domestic,Charter,562
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Arrival,International,Scheduled Carriers,633220
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Departure,Domestic,Commuter,675
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1996769
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Arrival,Domestic,Charter,125
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Arrival,Domestic,Commuter,123607
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,Arrival,International,Commuter,4616
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Departure,International,Scheduled Carriers,791827
04/18/2018 03:12:41 PM,12/01/2007 12:00:00 AM,Departure,Domestic,Commuter,164515
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,Departure,Domestic,Charter,875
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Arrival,International,Scheduled Carriers,1305659
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Arrival,International,Charter,382
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Departure,International,Scheduled Carriers,790432
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Departure,Domestic,Charter,294
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Departure,International,Scheduled Carriers,782875
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Arrival,Domestic,Charter,1196
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Arrival,International,Charter,1210
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Arrival,International,Charter,557
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,Arrival,Domestic,Commuter,70470
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Departure,Domestic,Charter,1544
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Arrival,International,Charter,19
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,43833
04/29/2019 01:10:30 PM,03/01/2018 12:00:00 AM,Departure,International,Scheduled Carriers,1075419
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1519278
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1789719
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2236802
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Departure,International,Scheduled Carriers,870977
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,Departure,International,Scheduled Carriers,678730
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2689850
04/29/2019 01:10:30 PM,01/01/2019 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2337548
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Departure,International,Charter,499
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,Departure,International,Charter,161
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1432532
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Departure,Domestic,Commuter,22633
04/18/2018 03:12:41 PM,05/01/2012 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1837085
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Arrival,Domestic,Commuter,23522
04/18/2018 03:12:41 PM,12/01/2007 12:00:00 AM,Departure,Domestic,Charter,965
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Arrival,International,Charter,59
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1766381
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,Departure,Domestic,Commuter,45539
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Departure,Domestic,Commuter,72728
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Arrival,International,Charter,460
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1681376
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2499352
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Departure,International,Scheduled Carriers,1000529
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,Arrival,International,Charter,516
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Departure,Domestic,Commuter,114336
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Departure,International,Scheduled Carriers,868428
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Departure,Domestic,Charter,444
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1760630
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1545427
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,151447
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,Departure,International,Scheduled Carriers,730922
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Arrival,Domestic,Charter,759
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Departure,International,Commuter,4025
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2812189
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2693401
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1748460
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Departure,International,Scheduled Carriers,39980
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,Departure,Domestic,Commuter,159358
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1689324
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Arrival,International,Charter,11
04/18/2018 03:12:41 PM,09/01/2007 12:00:00 AM,Arrival,Domestic,Commuter,151727
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Departure,Domestic,Commuter,22258
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Departure,Domestic,Commuter,40900
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Arrival,International,Scheduled Carriers,731130
10/29/2018 10:20:51 AM,12/01/2016 12:00:00 AM,Arrival,International,Scheduled Carriers,954012
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Arrival,Domestic,Charter,953
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1702684
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Arrival,Domestic,Charter,1235
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Departure,Domestic,Charter,237
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Departure,International,Scheduled Carriers,648107
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1877929
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Arrival,International,Charter,29
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1621331
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Departure,International,Scheduled Carriers,1045898
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1913707
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Arrival,International,Scheduled Carriers,1055396
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Arrival,International,Scheduled Carriers,637504
01/30/2019 07:34:09 AM,01/01/2017 12:00:00 AM,Arrival,International,Scheduled Carriers,1052539
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Arrival,International,Charter,297
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Departure,Domestic,Charter,97
10/29/2018 10:20:51 AM,04/01/2018 12:00:00 AM,Arrival,International,Scheduled Carriers,1080987
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Departure,International,Charter,12
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Departure,Domestic,Commuter,149343
